lot_id,n_predecessors,n_successors,is_terminal,is_root
L001144,1,6,False,False
L001145,3,7,False,False
L001146,1,2,False,False
L001147,1,1,False,False
L001148,0,1,False,True
L001149,1,1,False,False
L001150,5,7,False,False
L001151,1,3,False,False
L001152,1,2,False,False
L001153,1,5,False,False
L001154,4,7,False,False
L001155,1,2,False,False
L001156,1,2,False,False
L001157,1,2,False,False
L001158,6,7,False,False
L001159,5,7,False,False
L001160,12,14,False,False
L001161,3,7,False,False
L001162,1,2,False,False
L001163,1,1,False,False
L001164,0,1,False,True
L001165,1,2,False,False
L001166,1,1,False,False
L001167,5,7,False,False
L001168,4,7,False,False
L001169,5,14,False,False
L001170,14,14,False,False
L001171,6,7,False,False
L001172,5,7,False,False
L001173,1,4,False,False
L001174,1,6,False,False
L001175,1,8,False,False
L001176,1,3,False,False
L001177,3,7,False,False
L001178,1,2,False,False
L001179,1,1,False,False
L001180,0,1,False,True
L001181,1,1,False,False
L001182,5,7,False,False
L001183,1,5,False,False
L001184,2,7,False,False
L001185,4,7,False,False
L001186,1,8,False,False
L001187,1,3,False,False
L001188,6,7,False,False
L001189,5,7,False,False
L001190,1,6,False,False
L001191,12,14,False,False
L001192,3,7,False,False
L001193,1,2,False,False
L001194,1,1,False,False
L001195,0,1,False,True
L001196,1,1,False,False
L001197,5,7,False,False
L001198,1,3,False,False
L001199,1,2,False,False
L001200,4,7,False,False
L001201,1,2,False,False
L001202,5,14,False,False
L001203,1,2,False,False
L001204,1,2,False,False
L001205,12,14,False,False
L001206,6,7,False,False
L001207,5,7,False,False
L001208,1,6,False,False
L001209,3,7,False,False
L001210,1,2,False,False
L001211,1,1,False,False
L001212,0,1,False,True
L001213,1,2,False,False
L001214,1,1,False,False
L001215,5,7,False,False
L001216,1,5,False,False
L001217,0,13,False,True
L001218,4,7,False,False
L001219,6,7,False,False
L001220,5,7,False,False
L001221,10,14,False,False
L001222,3,7,False,False
L001223,1,2,False,False
L001224,1,1,False,False
L001225,0,1,False,True
L001226,1,1,False,False
L001227,5,7,False,False
L001228,4,7,False,False
L001229,7,14,False,False
L001230,16,14,False,False
L001231,6,7,False,False
L001232,5,7,False,False
L001233,2,6,False,False
L001234,2,4,False,False
L001235,2,6,False,False
L001236,2,8,False,False
L001237,2,3,False,False
L001238,3,7,False,False
L001239,1,2,False,False
L001240,1,1,False,False
L001241,0,1,False,True
L001242,1,1,False,False
L001243,5,7,False,False
L001244,2,3,False,False
L001245,2,2,False,False
L001246,2,6,False,False
L001247,4,7,False,False
L001248,2,2,False,False
L001249,2,2,False,False
L001250,2,2,False,False
L001251,2,3,False,False
L001252,6,7,False,False
L001253,5,7,False,False
L001254,11,14,False,False
L001255,3,7,False,False
L001256,1,2,False,False
L001257,1,1,False,False
L001258,0,1,False,True
L001259,1,2,False,False
L001260,1,1,False,False
L001261,5,7,False,False
L001262,5,23,False,False
L001263,0,23,False,True
L001264,0,10,False,True
L001265,0,10,False,True
L001266,0,12,False,True
L001267,0,6,False,True
L001268,1,6,False,False
L001269,0,13,False,True
L001270,0,6,False,True
L001271,1,9,False,False
L001272,0,6,False,True
L001273,0,6,False,True
L001274,0,8,False,True
L001275,0,9,False,True
L001276,0,6,False,True
L001277,4,7,False,False
L001278,5,14,False,False
L001279,12,14,False,False
L001280,1,13,False,False
L001281,1,12,False,False
L001282,1,8,False,False
L001283,1,6,False,False
L001284,1,6,False,False
L001285,1,8,False,False
L001286,1,9,False,False
L001287,1,9,False,False
L001288,6,7,False,False
L001289,5,7,False,False
L001290,1,6,False,False
L001291,3,7,False,False
L001292,1,2,False,False
L001293,1,1,False,False
L001294,0,1,False,True
L001295,1,1,False,False
L001296,5,7,False,False
L001297,1,5,False,False
L001298,4,7,False,False
L001299,6,7,False,False
L001300,5,7,False,False
L001301,1,6,False,False
L001302,12,14,False,False
L001303,3,7,False,False
L001304,1,2,False,False
L001305,1,1,False,False
L001306,0,1,False,True
L001307,1,1,False,False
L001308,5,7,False,False
L001309,1,3,False,False
L001310,1,2,False,False
L001311,4,7,False,False
L001312,1,2,False,False
L001313,5,14,False,False
L001314,1,2,False,False
L001315,1,2,False,False
L001316,14,14,False,False
L001317,6,7,False,False
L001318,5,7,False,False
L001319,1,4,False,False
L001320,1,6,False,False
L001321,1,8,False,False
L001322,1,3,False,False
L001323,3,7,False,False
L001324,1,2,False,False
L001325,1,1,False,False
L001326,0,1,False,True
L001327,1,2,False,False
L001328,1,1,False,False
L001329,5,7,False,False
L001330,1,5,False,False
L001331,2,12,False,False
L001332,4,7,False,False
L001333,1,3,False,False
L001334,6,7,False,False
L001335,5,7,False,False
L001336,12,14,False,False
L001337,3,7,False,False
L001338,1,2,False,False
L001339,1,1,False,False
L001340,0,1,False,True
L001341,1,1,False,False
L001342,5,7,False,False
L001343,4,7,False,False
L001344,7,14,False,False
L001345,14,14,False,False
L001346,6,7,False,False
L001347,5,7,False,False
L001348,1,6,False,False
L001349,1,6,False,False
L001350,3,7,False,False
L001351,1,2,False,False
L001352,1,1,False,False
L001353,0,1,False,True
L001354,1,1,False,False
L001355,5,7,False,False
L001356,1,3,False,False
L001357,1,3,False,False
L001358,1,5,False,False
L001359,1,7,False,False
L001360,4,7,False,False
L001361,1,3,False,False
L001362,1,8,False,False
L001363,1,3,False,False
L001364,1,3,False,False
L001365,6,7,False,False
L001366,5,7,False,False
L001367,10,14,False,False
L001368,3,7,False,False
L001369,1,2,False,False
L001370,1,1,False,False
L001371,0,1,False,True
L001372,2,2,False,False
L001373,1,1,False,False
L001374,5,7,False,False
L001375,4,7,False,False
L001376,5,13,False,False
L001377,14,13,False,False
L001378,6,7,False,False
L001379,5,7,False,False
L001380,2,4,False,False
L001381,2,8,False,False
L001382,2,10,False,False
L001383,2,4,False,False
L001384,3,7,False,False
L001385,1,2,False,False
L001386,1,1,False,False
L001387,0,1,False,True
L001388,1,1,False,False
L001389,5,7,False,False
L001390,2,8,False,False
L001391,4,7,False,False
L001392,2,4,False,False
L001393,6,6,False,False
L001394,5,6,False,False
L001395,2,7,False,False
L001396,15,14,False,False
L001397,3,6,False,False
L001398,1,4,False,False
L001399,1,1,False,False
L001400,0,1,False,True
L001401,1,2,False,False
L001402,8,7,False,False
L001403,2,3,False,False
L001404,2,3,False,False
L001405,4,6,False,False
L001406,2,3,False,False
L001407,2,3,False,False
L001408,2,3,False,False
L001409,6,7,False,False
L001410,5,7,False,False
L001411,1,6,False,False
L001412,3,7,False,False
L001413,1,2,False,False
L001414,1,1,False,False
L001415,0,1,False,True
L001416,1,2,False,False
L001417,1,1,False,False
L001418,5,7,False,False
L001419,1,5,False,False
L001420,4,7,False,False
L001421,6,7,False,False
L001422,5,7,False,False
L001423,11,14,False,False
L001424,3,7,False,False
L001425,1,2,False,False
L001426,1,1,False,False
L001427,0,1,False,True
L001428,1,1,False,False
L001429,5,7,False,False
L001430,4,7,False,False
L001431,7,14,False,False
L001432,16,14,False,False
L001433,6,7,False,False
L001434,5,7,False,False
L001435,1,6,False,False
L001436,1,4,False,False
L001437,1,6,False,False
L001438,1,8,False,False
L001439,1,3,False,False
L001440,3,7,False,False
L001441,1,2,False,False
L001442,1,1,False,False
L001443,0,1,False,True
L001444,1,1,False,False
L001445,5,7,False,False
L001446,1,3,False,False
L001447,1,2,False,False
L001448,1,5,False,False
L001449,4,7,False,False
L001450,1,2,False,False
L001451,1,2,False,False
L001452,1,2,False,False
L001453,1,3,False,False
L001454,6,7,False,False
L001455,5,7,False,False
L001456,10,14,False,False
L001457,3,7,False,False
L001458,1,2,False,False
L001459,1,1,False,False
L001460,0,1,False,True
L001461,1,2,False,False
L001462,1,1,False,False
L001463,5,7,False,False
L001464,4,7,False,False
L001465,5,14,False,False
L001466,12,14,False,False
L001467,6,7,False,False
L001468,5,7,False,False
L001469,1,6,False,False
L001470,3,7,False,False
L001471,1,2,False,False
L001472,1,1,False,False
L001473,0,1,False,True
L001474,1,1,False,False
L001475,5,7,False,False
L001476,1,5,False,False
L001477,4,7,False,False
L001478,6,7,False,False
L001479,5,7,False,False
L001480,1,6,False,False
L001481,13,14,False,False
L001482,3,7,False,False
L001483,1,2,False,False
L001484,1,1,False,False
L001485,0,1,False,True
L001486,1,1,False,False
L001487,5,7,False,False
L001488,1,3,False,False
L001489,1,2,False,False
L001490,4,7,False,False
L001491,1,2,False,False
L001492,5,14,False,False
L001493,1,2,False,False
L001494,1,2,False,False
L001495,14,14,False,False
L001496,6,7,False,False
L001497,5,7,False,False
L001498,2,4,False,False
L001499,1,6,False,False
L001500,2,8,False,False
L001501,2,3,False,False
L001502,3,7,False,False
L001503,1,2,False,False
L001504,1,1,False,False
L001505,0,1,False,True
L001506,2,2,False,False
L001507,1,1,False,False
L001508,5,7,False,False
L001509,1,5,False,False
L001510,2,5,False,False
L001511,4,7,False,False
L001512,1,5,False,False
L001513,2,3,False,False
L001514,6,7,False,False
L001515,5,7,False,False
L001516,14,14,False,False
L001517,3,7,False,False
L001518,1,2,False,False
L001519,1,1,False,False
L001520,0,1,False,True
L001521,1,1,False,False
L001522,5,7,False,False
L001523,4,7,False,False
L001524,10,14,False,False
L001525,22,14,False,False
L001526,6,7,False,False
L001527,5,7,False,False
L001528,1,6,False,False
L001529,1,6,False,False
L001530,3,7,False,False
L001531,1,2,False,False
L001532,1,1,False,False
L001533,0,1,False,True
L001534,1,1,False,False
L001535,5,7,False,False
L001536,1,3,False,False
L001537,1,3,False,False
L001538,2,8,False,False
L001539,0,8,False,True
L001540,1,5,False,False
L001541,0,4,False,True
L001542,0,4,False,True
L001543,0,5,False,True
L001544,0,4,False,True
L001545,1,4,False,False
L001546,0,4,False,True
L001547,0,4,False,True
L001548,1,4,False,False
L001549,0,4,False,True
L001550,0,4,False,True
L001551,0,5,False,True
L001552,0,4,False,True
L001553,0,4,False,True
L001554,4,7,False,False
L001555,1,3,False,False
L001556,1,3,False,False
L001557,1,3,False,False
L001558,1,4,False,False
L001559,1,5,False,False
L001560,1,5,False,False
L001561,1,4,False,False
L001562,1,4,False,False
L001563,1,5,False,False
L001564,1,4,False,False
L001565,1,4,False,False
L001566,6,7,False,False
L001567,5,7,False,False
L001568,10,7,False,False
L001569,3,7,False,False
L001570,1,2,False,False
L001571,1,1,False,False
L001572,0,1,False,True
L001573,1,2,False,False
L001574,1,1,False,False
L001575,5,7,False,False
L001576,0,4,False,True
L001577,4,7,False,False
L001578,5,7,False,False
L001579,12,7,False,False
L001580,2,5,False,False
L001581,2,5,False,False
L001582,6,1,False,False
L001583,5,1,False,False
L001584,1,6,False,False
L001585,11,8,False,False
L001586,3,1,False,False
L001587,1,1,False,False
L001588,0,1,False,True
L001589,1,3,False,False
L001590,1,2,False,False
L001591,4,1,False,False
L001592,1,2,False,False
L001593,5,8,False,False
L001594,1,2,False,False
L001595,1,2,False,False
L001596,12,8,False,False
L001597,2,6,False,False
L001598,2,6,False,False
L001599,2,6,False,False
L001600,2,6,False,False
L001601,7,7,False,False
L001602,14,7,False,False
L001603,6,1,False,False
L001604,5,1,False,False
L001605,3,1,False,False
L001606,1,1,False,False
L001607,0,1,False,True
L001608,5,23,False,False
L001609,0,23,False,True
L001610,0,10,False,True
L001611,0,10,False,True
L001612,0,12,False,True
L001613,0,6,False,True
L001614,1,6,False,False
L001615,0,12,False,True
L001616,0,6,False,True
L001617,1,8,False,False
L001618,0,6,False,True
L001619,0,6,False,True
L001620,0,8,False,True
L001621,0,8,False,True
L001622,0,6,False,True
L001623,4,1,False,False
L001624,5,8,False,False
L001625,12,8,False,False
L001626,1,12,False,False
L001627,1,12,False,False
L001628,1,8,False,False
L001629,1,6,False,False
L001630,1,6,False,False
L001631,1,9,False,False
L001632,1,8,False,False
L001633,1,8,False,False
L001634,6,2,False,False
L001635,5,2,False,False
L001636,1,1,False,False
L001637,1,3,False,False
L001638,1,2,False,False
L001639,1,1,False,False
L001640,10,2,False,False
L001641,3,2,False,False
L001642,1,2,False,False
L001643,1,1,False,False
L001644,0,1,False,True
L001645,1,1,False,False
L001646,5,2,False,False
L001647,1,3,False,False
L001648,1,2,False,False
L001649,4,2,False,False
L001650,5,2,False,False
L001651,1,1,False,False
L001652,12,2,False,False
