lot_id,item_code,item_type,sku,block_id,qty,uom,need_by,consume_at,duration_h,operation,department,machines,min_aging_h,max_aging_h,pooled,member_blocks,sub
L000453,B355,FINAL COMPOUND,1325215813079TUNE3,B00685,420.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 17:42:13.440001+05:30,0.075,FINAL MIXING,FINAL MIXING,"F270,310",4.0,120.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850""]",0
L000454,B460,FINAL COMPOUND,1325215813079TUNE3,B00685,660.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 19:29:23.040000+05:30,0.1125,FINAL MIXING,FINAL MIXING,F270,4.0,96.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848""]",0
L000455,B616M,FINAL COMPOUND,1325215813079TUNE3,B00685,430.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 23:42:59.040000+05:30,0.06666666666666667,FINAL MIXING,FINAL MIXING,"F270,310",4.0,120.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850""]",0
L000456,B815,FINAL COMPOUND,1325215813079TUNE3,B00685,440.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 21:35:57.064138+05:30,0.06966666666666667,FINAL MIXING,FINAL MIXING,"F270,310",4.0,120.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850""]",0
L000457,BA13001,Bead Apex,1325215813079TUNE3,B00685,1932.0,NOS,2026-04-01 07:00:00+05:30,2026-04-01 03:57:59.040000+05:30,6.171666666666667,BEAD APEXING,BEAD APEXING,"""201"",""202"","" 0301""",0.0,72.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848""]",0
L000458,BW13002,Bead Bundle,1325215813079TUNE3,B00685,8825.142857142857,NOS,2026-04-01 07:00:00+05:30,2026-04-01 03:24:32.040000+05:30,7.354285714285714,BEAD WINDING PCR,BEAD WINDING PCR,"""1201""",0.0,1000000000.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855"", ""B00694"", ""B00785""]",0
L000459,CAP 66 - CAPSTRIP,Cap Strip,1325215813079TUNE3,B00685,9726171.0,MM,2026-04-01 07:00:00+05:30,2026-04-01 03:59:59.040000+05:30,0.016666666666666666,CAP PLY SLITTER,CAP PLY SLITTER,"""701"",""702""",0.0,4.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847""]",0
L000460,CPJ120,CALANDARED ROLL,1325215813079TUNE3,B00685,189210.9882352941,MM,2026-04-01 07:00:00+05:30,2026-03-31 23:40:23.040000+05:30,0.07883791176470586,FOUR ROLL CALENDAR,CALENDERING,"""901""",4.0,72.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847""]",0
L000461,Cap 66 - MOTHER ROLL,Cap Strip,1325215813079TUNE3,B00685,48300.0,MM,2026-04-01 07:00:00+05:30,2026-04-01 03:53:59.040000+05:30,0.025967741935483866,FOUR ROLL CALENDAR,CALENDERING,"""901""",0.0,4.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847""]",0
L000462,EGSL01,Steel Belt Edge Strip,1325215813079TUNE3,B00685,229356.0,MM,2026-04-01 07:00:00+05:30,2026-04-01 03:40:23.040001+05:30,0.12742,EDGE GUM,SLITTER,"""601""",0.0,24.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847""]",0
L000463,HS108,FINAL COMPOUND,1325215813079TUNE3,B00685,440.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 23:21:32.040000+05:30,0.06666666666666667,FINAL MIXING,FINAL MIXING,F270,4.0,120.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849""]",0
L000464,HTPOLY350,CALANDARED ROLL,1325215813079TUNE3,B00685,181774.7913669065,MM,2026-04-01 07:00:00+05:30,2026-03-31 23:40:23.040000+05:30,0.0721328537170264,FOUR ROLL CALENDAR,CALENDERING,"""901""",4.0,72.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847""]",0
L000465,IL007,Inner Liner,1325215813079TUNE3,B00685,483000.0,MM,2026-04-01 07:00:00+05:30,2026-03-31 21:54:59.040000+05:30,0.322,RHC,CALENDERING,"""1101""",6.0,72.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847""]",0
L000466,IL3,FINAL COMPOUND,1325215813079TUNE3,B00685,920.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 17:42:13.440001+05:30,0.128,FINAL MIXING,FINAL MIXING,F270,4.0,120.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849""]",0
L000467,JT466,FINAL COMPOUND,1325215813079TUNE3,B00685,1440.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 21:42:11.370001+05:30,0.2,FINAL MIXING,FINAL MIXING,310,4.0,120.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849""]",0
L000468,MB1232,MASTER COMPOUND,1325215813079TUNE3,B00685,2220.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 15:23:08.040000+05:30,0.23399999999999999,MASTER MIXING,MASTER MIXING,"430-2,430-1",4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855""]",0
L000469,MB230,MASTER COMPOUND,1325215813079TUNE3,B00685,1420.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 07:10:02.640000+05:30,0.19466666666666665,MASTER MIXING,MASTER MIXING,"430-2,430-1",4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855""]",0
L000470,MB231,MASTER COMPOUND,1325215813079TUNE3,B00685,730.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 11:16:47.640000+05:30,0.09166666666666666,MASTER MIXING,MASTER MIXING,"430-2,430-1",4.0,96.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848""]",0
L000471,MB352,MASTER COMPOUND,1325215813079TUNE3,B00685,2040.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 11:16:02.640000+05:30,0.35,MASTER MIXING,MASTER MIXING,"430-2,270M",4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855""]",0
L000472,MB357,MASTER COMPOUND,1325215813079TUNE3,B00685,680.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 09:29:33.240001+05:30,0.10833333333333334,MASTER MIXING,MASTER MIXING,"430-1,270M",4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855""]",0
L000473,MB614,MASTER COMPOUND,1325215813079TUNE3,B00685,720.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 19:36:59.040000+05:30,0.10566666666666666,MASTER MIXING,MASTER MIXING,"430-1,270M",4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855""]",0
L000474,MB802,MASTER COMPOUND,1325215813079TUNE3,B00685,700.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 09:16:55.864138+05:30,0.09733333333333333,MASTER MIXING,MASTER MIXING,"430-1,430-2,440M",4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855""]",0
L000475,MB813,MASTER COMPOUND,1325215813079TUNE3,B00685,710.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 13:23:31.264138+05:30,0.08633333333333333,MASTER MIXING,MASTER MIXING,"430-1,430-2,440M",4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855""]",0
L000476,ML405,MASTER COMPOUND,1325215813079TUNE3,B00685,2400.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 13:36:18.240001+05:30,0.309,MASTER MIXING,MASTER MIXING,430-2,4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855""]",0
L000477,MR156,MASTER COMPOUND,1325215813079TUNE3,B00685,1480.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 13:30:25.770001+05:30,0.16666666666666666,MASTER MIXING,MASTER MIXING,"430-2,430-1",4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855""]",0
L000478,MR157,MASTER COMPOUND,1325215813079TUNE3,B00685,1540.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 17:36:16.170001+05:30,0.12266666666666667,MASTER MIXING,MASTER MIXING,"430-2,430-1",4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855""]",0
L000479,MS105,MASTER COMPOUND,1325215813079TUNE3,B00685,670.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 06:56:25.440001+05:30,0.089,MASTER MIXING,MASTER MIXING,"430-1,270M",4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855""]",0
L000480,MS1066,MASTER COMPOUND,1325215813079TUNE3,B00685,430.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 19:01:53.040000+05:30,0.06133333333333334,MASTER MIXING,MASTER MIXING,F270,4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855"", ""B00694"", ""B00785"", ""B00874"", ""B01322"", ""B01500"", ""B01678"", ""B01856""]",0
L000481,MS65,MASTER COMPOUND,1325215813079TUNE3,B00685,690.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 10:50:02.640000+05:30,0.08633333333333333,MASTER MIXING,MASTER MIXING,430-1,4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855"", ""B00694"", ""B00785"", ""B00874"", ""B01322"", ""B01500"", ""B01678"", ""B01856"", ""B00695"", ""B00786"", ""B00875"", ""B01323"", ""B01501"", ""B01679"", ""B01857"", ""B00696"", ""B00787"", ""B00876"", ""B01324"", ""B01502"", ""B01680"", ""B01858"", ""B00697"", ""B00788"", ""B00877"", ""B01325"", ""B01503"", ""B01681"", ""B01859"", ""B00698"", ""B00789"", ""B00878"", ""B01326"", ""B01504"", ""B01682"", ""B01860"", ""B00699"", ""B00790"", ""B00879"", ""B01327"", ""B01505"", ""B01683"", ""B01861"", ""B00700"", ""B00791"", ""B00880"", ""B01328"", ""B01506"", ""B01684"", ""B01862"", ""B00701"", ""B00792"", ""B00881"", ""B01329"", ""B01507"", ""B01685"", ""B01863"", ""B00702"", ""B00793"", ""B00882"", ""B01330"", ""B01508"", ""B01686"", ""B01864"", ""B00703"", ""B00794"", ""B00883"", ""B01331"", ""B01509"", ""B01687"", ""B01865"", ""B00704"", ""B00795"", ""B00884"", ""B01332"", ""B01510"", ""B01688"", ""B01866"", ""B00705"", ""B00796"", ""B00885"", ""B01333"", ""B01511"", ""B01689"", ""B01867""]",0
L000482,MS66,MASTER COMPOUND,1325215813079TUNE3,B00685,710.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 14:56:02.640000+05:30,0.06666666666666667,MASTER MIXING,MASTER MIXING,430-2,4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855"", ""B00694"", ""B00785"", ""B00874"", ""B01322"", ""B01500"", ""B01678"", ""B01856"", ""B00695"", ""B00786"", ""B00875"", ""B01323"", ""B01501"", ""B01679"", ""B01857"", ""B00696"", ""B00787"", ""B00876"", ""B01324"", ""B01502"", ""B01680"", ""B01858"", ""B00697"", ""B00788"", ""B00877"", ""B01325"", ""B01503"", ""B01681"", ""B01859"", ""B00698"", ""B00789"", ""B00878"", ""B01326"", ""B01504"", ""B01682"", ""B01860"", ""B00699"", ""B00790"", ""B00879"", ""B01327"", ""B01505"", ""B01683"", ""B01861"", ""B00700"", ""B00791"", ""B00880"", ""B01328"", ""B01506"", ""B01684"", ""B01862""]",0
L000483,MT1300,MASTER COMPOUND,1325215813079TUNE3,B00685,6205.0,KG,2026-04-01 07:00:00+05:30,2026-03-31 13:23:21.664138+05:30,0.9208333333333333,MASTER MIXING,MASTER MIXING,430-1,4.0,360.0,True,"[""B00685"", ""B00776"", ""B00865"", ""B01311"", ""B01491"", ""B01669"", ""B01847"", ""B00686"", ""B00777"", ""B00866"", ""B01312"", ""B01492"", ""B01670"", ""B01848"", ""B00687"", ""B00778"", ""B00867"", ""B01313"", ""B01493"", ""B01671"", ""B01849"", ""B00688"", ""B00779"", ""B00868"", ""B01314"", ""B01494"", ""B01672"", ""B01850"", ""B00689"", ""B00780"", ""B00869"", ""B01495"", ""B01673"", ""B01851"", ""B01315"", ""B00690"", ""B00781"", ""B00870"", ""B01496"", ""B01674"", ""B01852"", ""B01318"", ""B00691"", ""B00782"", ""B00871"", ""B01319"", ""B01497"", ""B01675"", ""B01853"", ""B00692"", ""B00783"", ""B00872"", ""B01320"", ""B01498"", ""B01676"", ""B01854"", ""B00693"", ""B00784"", ""B00873"", ""B01321"", ""B01499"", ""B01677"", ""B01855""]",0
