lot_id,item,item_type,sku,operation,department,machine,scheduled_start,scheduled_finish,duration_h,qty,uom,status
L000481,MS65,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-1,2026-03-30 21:41:04+05:30,2026-03-30 21:46:14+05:30,0.08633333333333333,690.0,KG,PLACED
L000479,MS105,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,270M,2026-03-31 00:51:00+05:30,2026-03-31 00:56:21+05:30,0.089,670.0,KG,PLACED
L000482,MS66,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-2,2026-03-31 01:50:14+05:30,2026-03-31 01:54:14+05:30,0.06666666666666667,710.0,KG,PLACED
L000498,XMS106,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-1,2026-03-31 05:00:21+05:30,2026-03-31 05:08:21+05:30,0.1335,1005.0,KG,PLACED
L000480,MS1066,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,F270,2026-03-31 05:58:14+05:30,2026-03-31 06:01:55+05:30,0.06133333333333333,430.0,KG,PLACED
L000469,MB230,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-2,2026-03-31 06:08:05+05:30,2026-03-31 06:19:45+05:30,0.19466666666666665,1420.0,KG,PLACED
L000625,MB230,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-1,2026-03-31 06:08:05+05:30,2026-03-31 06:19:45+05:30,0.19466666666666665,1420.0,KG,PLACED
L000474,MB802,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,440M,2026-03-31 08:11:38+05:30,2026-03-31 08:17:28+05:30,0.09733333333333333,700.0,KG,PLACED
L000472,MB357,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,270M,2026-03-31 09:01:49+05:30,2026-03-31 09:08:19+05:30,0.10833333333333334,680.0,KG,PLACED
L000499,XMS1106,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,270M,2026-03-31 09:12:21+05:30,2026-03-31 09:18:56+05:30,0.1095,1050.0,KG,PLACED
L000483,MT1300,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-1,2026-03-31 09:26:30+05:30,2026-03-31 10:21:45+05:30,0.9208333333333333,6205.0,KG,PLACED
L000471,MB352,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-2,2026-03-31 10:01:54+05:30,2026-03-31 10:22:54+05:30,0.35,2040.0,KG,PLACED
L000489,S53,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-03-31 10:05:55+05:30,2026-03-31 10:09:25+05:30,0.058333333333333334,430.0,KG,PLACED
L000470,MB231,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-1,2026-03-31 10:23:45+05:30,2026-03-31 10:29:15+05:30,0.09166666666666666,730.0,KG,PLACED
L000522,MB231,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-2,2026-03-31 10:24:54+05:30,2026-03-31 10:30:24+05:30,0.09166666666666666,730.0,KG,PLACED
L000555,MB231,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-1,2026-03-31 10:29:15+05:30,2026-03-31 10:34:45+05:30,0.09166666666666666,730.0,KG,PLACED
L000579,MB231,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-2,2026-03-31 10:30:24+05:30,2026-03-31 10:35:54+05:30,0.09166666666666666,730.0,KG,PLACED
L000608,MB231,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-1,2026-03-31 10:34:45+05:30,2026-03-31 10:40:15+05:30,0.09166666666666666,730.0,KG,PLACED
L000486,MT507,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,270M,2026-03-31 11:38:17+05:30,2026-03-31 12:03:39+05:30,0.4226666666666667,1440.0,KG,PLACED
L000475,MB813,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,440M,2026-03-31 12:21:28+05:30,2026-03-31 12:26:39+05:30,0.08633333333333333,710.0,KG,PLACED
L000477,MR156,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-2,2026-03-31 12:34:44+05:30,2026-03-31 12:44:44+05:30,0.16666666666666666,1480.0,KG,PLACED
L000476,ML405,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-2,2026-03-31 12:55:26+05:30,2026-03-31 13:13:59+05:30,0.309,2400.0,KG,PLACED
L000496,XMB356,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,270M,2026-03-31 13:12:19+05:30,2026-03-31 13:17:09+05:30,0.08066666666666666,720.0,KG,PLACED
L000500,XMS1107,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-2,2026-03-31 13:22:56+05:30,2026-03-31 13:29:41+05:30,0.1125,1035.0,KG,PLACED
L000458,BW13002,Bead Bundle,1325215813079TUNE3,BEAD WINDING PCR,BEAD WINDING PCR,"""1201""",2026-03-31 14:19:25+05:30,2026-03-31 21:40:41+05:30,7.354285714285556,8825.142857142857,NOS,PLACED
L000495,XMB352,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,270M,2026-03-31 14:26:54+05:30,2026-03-31 14:45:27+05:30,0.309,2160.0,KG,PLACED
L000468,MB1232,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-2,2026-03-31 14:44:15+05:30,2026-03-31 14:58:18+05:30,0.234,2220.0,KG,PLACED
L000501,XMT1315,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-1,2026-03-31 15:36:40+05:30,2026-03-31 16:17:49+05:30,0.6856666666666666,6205.0,KG,PLACED
L000502,XMT507,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-1M,2026-03-31 16:07:39+05:30,2026-03-31 16:33:00+05:30,0.4226666666666667,1440.0,KG,PLACED
L000485,MT4705,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-2,2026-03-31 16:20:29+05:30,2026-03-31 16:49:51+05:30,0.4894999999997222,4180.0,KG,PLACED
L000484,MT273M,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,270M,2026-03-31 16:26:20+05:30,2026-03-31 16:35:20+05:30,0.15,540.0,KG,PLACED
L000497,XMB813,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,440M,2026-03-31 16:30:39+05:30,2026-03-31 16:35:20+05:30,0.078,750.0,KG,PLACED
L000478,MR157,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,430-1,2026-03-31 16:48:44+05:30,2026-03-31 16:56:06+05:30,0.12266666666666666,1540.0,KG,PLACED
L000466,IL3,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-03-31 17:17:59+05:30,2026-03-31 17:25:39+05:30,0.128,920.0,KG,PLACED
L000453,B355,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-03-31 17:21:09+05:30,2026-03-31 17:25:39+05:30,0.075,420.0,KG,PLACED
L000463,HS108,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-03-31 17:33:41+05:30,2026-03-31 17:37:41+05:30,0.06666666666666667,440.0,KG,PLACED
L000452,B350,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-03-31 18:49:27+05:30,2026-03-31 18:58:27+05:30,0.15,840.0,KG,PLACED
L000454,B460,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-03-31 19:02:18+05:30,2026-03-31 19:09:03+05:30,0.1125,660.0,KG,PLACED
L000473,MB614,MASTER COMPOUND,1325215813079TUNE3,MASTER MIXING,MASTER MIXING,270M,2026-03-31 19:28:05+05:30,2026-03-31 19:34:25+05:30,0.10566666666666667,720.0,KG,PLACED
L000491,T1333,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-03-31 20:21:49+05:30,2026-03-31 20:43:31+05:30,0.3616666666666667,2200.0,KG,PLACED
L000456,B815,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-03-31 20:39:20+05:30,2026-03-31 20:43:31+05:30,0.06966666666666667,440.0,KG,PLACED
L000492,T15,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-03-31 20:45:31+05:30,2026-03-31 20:52:01+05:30,0.1085,660.0,KG,PLACED
L000493,T435M,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-03-31 20:45:31+05:30,2026-03-31 20:49:42+05:30,0.06966666666666667,460.0,KG,PLACED
L000467,JT466,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-03-31 20:54:01+05:30,2026-03-31 21:06:01+05:30,0.2,1440.0,KG,PLACED
L000488,R158,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-03-31 21:00:06+05:30,2026-03-31 21:05:51+05:30,0.096,675.0,KG,PLACED
L000465,IL007,Inner Liner,1325215813079TUNE3,RHC,CALENDERING,"""1101""",2026-03-31 21:35:39+05:30,2026-03-31 21:54:59+05:30,0.322,483000.0,MM,PLACED
L000457,BA13001,Bead Apex,1325215813079TUNE3,BEAD APEXING,BEAD APEXING,""" 0301""",2026-03-31 21:47:41+05:30,2026-04-01 03:57:59+05:30,6.171666666666667,1932.0,NOS,PLACED
L000460,CPJ120,CALANDARED ROLL,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-03-31 23:19:03+05:30,2026-03-31 23:23:47+05:30,0.07883791176444445,189210.9882352941,MM,PLACED
L000455,B616M,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-03-31 23:38:25+05:30,2026-03-31 23:42:25+05:30,0.06666666666666667,430.0,KG,PLACED
L000464,HTPOLY350,CALANDARED ROLL,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-01 00:07:47+05:30,2026-04-01 00:12:06+05:30,0.07213285371694445,181774.7913669065,MM,PLACED
L000494,TRD 1503 NEO MSIL,Tread,1325215813079TUNE3,EXTRUSION,EXTRUDER,"""1002""",2026-04-01 01:02:01+05:30,2026-04-01 01:58:29+05:30,0.9410172413791666,1637370.0,MM,PLACED
L000490,SWRS103,SideWall,1325215813079TUNE3,EXTRUSION,EXTRUDER,"""1001""",2026-04-01 01:16:01+05:30,2026-04-01 01:55:09+05:30,0.65205,1173690.0000000002,MM,PLACED
L000462,EGSL01,Steel Belt Edge Strip,1325215813079TUNE3,EDGE GUM,SLITTER,"""601""",2026-04-01 03:05:08+05:30,2026-04-01 03:12:47+05:30,0.12742,229356.0,MM,PLACED
L000450,B1-PBLT001,Steel Belt,1325215813079TUNE3,BELT CUTTER,CUTTING,"""801""",2026-04-01 03:33:47+05:30,2026-04-01 04:05:59+05:30,0.5366666666666666,483.0,NOS,PLACED
L000461,Cap 66 - MOTHER ROLL,Cap Strip,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-01 03:52:25+05:30,2026-04-01 03:53:59+05:30,0.025967741935277778,48300.0,MM,PLACED
L000459,CAP 66 - CAPSTRIP,Cap Strip,1325215813079TUNE3,CAP PLY SLITTER,CAP PLY SLITTER,"""701""",2026-04-01 03:58:59+05:30,2026-04-01 03:59:59+05:30,0.016666666666666666,9726171.0,MM,PLACED
L000451,B2-PBLT001,Steel Belt,1325215813079TUNE3,BELT CUTTER,CUTTING,"""801""",2026-04-01 04:11:59+05:30,2026-04-01 04:44:11+05:30,0.5366666666666666,483.0,NOS,PLACED
L000487,PBP143,Ply,1325215813079TUNE3,PLY CUTTER,PLY CUTTER,"""1103""",2026-04-01 04:22:06+05:30,2026-04-01 04:54:18+05:30,0.5366666666666666,483.0,NOS,PLACED
L000000,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3403""",2026-04-01 05:04:18+05:30,2026-04-01 05:59:19+05:30,0.9169333333333334,69.0,NOS,PLACED
L000064,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3404""",2026-04-01 05:04:18+05:30,2026-04-01 05:59:19+05:30,0.9169333333333334,69.0,NOS,PLACED
L000128,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3405""",2026-04-01 05:04:18+05:30,2026-04-01 05:59:19+05:30,0.9169333333333334,69.0,NOS,PLACED
L000192,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3410""",2026-04-01 05:04:18+05:30,2026-04-01 05:59:19+05:30,0.9169333333333334,69.0,NOS,PLACED
L000510,IL007,Inner Liner,1325215813079TUNE3,RHC,CALENDERING,"""1101""",2026-04-01 05:35:39+05:30,2026-04-01 05:54:59+05:30,0.322,483000.0,MM,PLACED
L000257,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3403""",2026-04-01 05:59:19+05:30,2026-04-01 06:54:20+05:30,0.9169333333333334,69.0,NOS,PLACED
L000321,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3404""",2026-04-01 05:59:19+05:30,2026-04-01 06:54:20+05:30,0.9169333333333334,69.0,NOS,PLACED
L000385,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3405""",2026-04-01 05:59:19+05:30,2026-04-01 06:54:20+05:30,0.9169333333333334,69.0,NOS,PLACED
L000509,HTPOLY350,CALANDARED ROLL,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-01 06:19:43+05:30,2026-04-01 06:24:03+05:30,0.07213285371694445,181774.7913669065,MM,PLACED
CURE_B00685,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4502,2026-04-01 07:00:00+05:30,2026-04-01 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00776,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4503,2026-04-01 07:00:00+05:30,2026-04-01 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00865,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4504,2026-04-01 07:00:00+05:30,2026-04-01 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01311,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4509,2026-04-01 07:00:00+05:30,2026-04-01 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01491,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4511,2026-04-01 07:00:00+05:30,2026-04-01 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01669,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4513,2026-04-01 07:00:00+05:30,2026-04-01 15:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01847,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4515,2026-04-01 07:00:00+05:30,2026-04-01 15:00:00+05:30,8.0,69.0,NOS,PINNED
L000506,CPJ120,CALANDARED ROLL,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-01 07:08:03+05:30,2026-04-01 07:12:47+05:30,0.07883791176444445,189210.9882352941,MM,PLACED
L000533,HS108,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-04-01 09:33:41+05:30,2026-04-01 09:37:41+05:30,0.06666666666666667,440.0,KG,PLACED
L000514,B460,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-04-01 10:51:18+05:30,2026-04-01 10:58:03+05:30,0.1125,660.0,KG,PLACED
L000508,EGSL01,Steel Belt Edge Strip,1325215813079TUNE3,EDGE GUM,SLITTER,"""601""",2026-04-01 11:05:08+05:30,2026-04-01 11:12:47+05:30,0.12742,229356.0,MM,PLACED
L000503,B1-PBLT001,Steel Belt,1325215813079TUNE3,BELT CUTTER,CUTTING,"""801""",2026-04-01 11:22:47+05:30,2026-04-01 11:54:59+05:30,0.5366666666666666,483.0,NOS,PLACED
L000511,PBP143,Ply,1325215813079TUNE3,PLY CUTTER,PLY CUTTER,"""1103""",2026-04-01 11:22:47+05:30,2026-04-01 11:54:59+05:30,0.5366666666666666,483.0,NOS,PLACED
L000507,Cap 66 - MOTHER ROLL,Cap Strip,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-01 11:52:25+05:30,2026-04-01 11:53:59+05:30,0.025967741935277778,48300.0,MM,PLACED
L000505,CAP 66 - CAPSTRIP,Cap Strip,1325215813079TUNE3,CAP PLY SLITTER,CAP PLY SLITTER,"""702""",2026-04-01 11:58:59+05:30,2026-04-01 11:59:59+05:30,0.016666666666666666,9726171.0,MM,PLACED
L000504,B2-PBLT001,Steel Belt,1325215813079TUNE3,BELT CUTTER,CUTTING,"""801""",2026-04-01 12:00:59+05:30,2026-04-01 12:33:11+05:30,0.5366666666666666,483.0,NOS,PLACED
L000540,T1333,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-04-01 12:23:59+05:30,2026-04-01 12:43:31+05:30,0.3255,1980.0,KG,PLACED
L000541,T15,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-04-01 12:37:00+05:30,2026-04-01 12:43:31+05:30,0.1085,660.0,KG,PLACED
L000001,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3410""",2026-04-01 12:43:11+05:30,2026-04-01 13:38:11+05:30,0.9169333333333334,69.0,NOS,PLACED
L000065,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3403""",2026-04-01 12:43:11+05:30,2026-04-01 13:38:11+05:30,0.9169333333333334,69.0,NOS,PLACED
L000129,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3404""",2026-04-01 12:43:11+05:30,2026-04-01 13:38:11+05:30,0.9169333333333334,69.0,NOS,PLACED
L000193,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3405""",2026-04-01 12:43:11+05:30,2026-04-01 13:38:11+05:30,0.9169333333333334,69.0,NOS,PLACED
L000537,JT466,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-04-01 12:53:51+05:30,2026-04-01 13:05:51+05:30,0.2,1440.0,KG,PLACED
L000539,R158,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-04-01 13:00:06+05:30,2026-04-01 13:05:51+05:30,0.096,675.0,KG,PLACED
L000521,IL007,Inner Liner,1325215813079TUNE3,RHC,CALENDERING,"""1101""",2026-04-01 13:35:39+05:30,2026-04-01 13:54:59+05:30,0.322,483000.0,MM,PLACED
L000258,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3410""",2026-04-01 13:38:11+05:30,2026-04-01 14:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000322,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3403""",2026-04-01 13:38:11+05:30,2026-04-01 14:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000386,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3404""",2026-04-01 13:38:11+05:30,2026-04-01 14:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000515,BA13001,Bead Apex,1325215813079TUNE3,BEAD APEXING,BEAD APEXING,"""201""",2026-04-01 13:47:41+05:30,2026-04-01 19:57:59+05:30,6.171666666666667,1932.0,NOS,PLACED
L000520,HTPOLY350,CALANDARED ROLL,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-01 14:19:43+05:30,2026-04-01 14:24:03+05:30,0.07213285371694445,181774.7913669065,MM,PLACED
CURE_B00686,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4502,2026-04-01 15:00:00+05:30,2026-04-01 23:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00777,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4503,2026-04-01 15:00:00+05:30,2026-04-01 23:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00866,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4504,2026-04-01 15:00:00+05:30,2026-04-01 23:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01312,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4509,2026-04-01 15:00:00+05:30,2026-04-01 23:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01492,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4511,2026-04-01 15:00:00+05:30,2026-04-01 23:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01670,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4513,2026-04-01 15:00:00+05:30,2026-04-01 23:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01848,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4515,2026-04-01 15:00:00+05:30,2026-04-01 23:00:00+05:30,8.0,69.0,NOS,PINNED
L000517,CPJ120,CALANDARED ROLL,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-01 15:08:03+05:30,2026-04-01 15:12:47+05:30,0.07883791176444445,189210.9882352941,MM,PLACED
L000525,TRD 1503 NEO MSIL,Tread,1325215813079TUNE3,EXTRUSION,EXTRUDER,"""1002""",2026-04-01 16:53:31+05:30,2026-04-01 17:49:59+05:30,0.9410172413791666,1637370.0,MM,PLACED
L000524,SWRS103,SideWall,1325215813079TUNE3,EXTRUSION,EXTRUDER,"""1001""",2026-04-01 17:15:51+05:30,2026-04-01 17:54:59+05:30,0.65205,1173690.0000000002,MM,PLACED
L000536,IL3,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,F270,2026-04-01 17:19:54+05:30,2026-04-01 17:25:39+05:30,0.096,690.0,KG,PLACED
L000528,B350,FINAL COMPOUND,1325215813079TUNE3,FINAL MIXING,FINAL MIXING,310,2026-04-01 18:51:42+05:30,2026-04-01 18:58:27+05:30,0.1125,630.0,KG,PLACED
L000519,EGSL01,Steel Belt Edge Strip,1325215813079TUNE3,EDGE GUM,SLITTER,"""601""",2026-04-01 19:05:08+05:30,2026-04-01 19:12:47+05:30,0.12742,229356.0,MM,PLACED
L000512,B1-PBLT001,Steel Belt,1325215813079TUNE3,BELT CUTTER,CUTTING,"""801""",2026-04-01 19:22:47+05:30,2026-04-01 19:54:59+05:30,0.5366666666666666,483.0,NOS,PLACED
L000523,PBP143,Ply,1325215813079TUNE3,PLY CUTTER,PLY CUTTER,"""1103""",2026-04-01 19:22:47+05:30,2026-04-01 19:54:59+05:30,0.5366666666666666,483.0,NOS,PLACED
L000518,Cap 66 - MOTHER ROLL,Cap Strip,1325215813079TUNE3,FOUR ROLL CALENDAR,CALENDERING,"""901""",2026-04-01 19:52:25+05:30,2026-04-01 19:53:59+05:30,0.025967741935277778,48300.0,MM,PLACED
L000516,CAP 66 - CAPSTRIP,Cap Strip,1325215813079TUNE3,CAP PLY SLITTER,CAP PLY SLITTER,"""701""",2026-04-01 19:58:59+05:30,2026-04-01 19:59:59+05:30,0.016666666666666666,9726171.0,MM,PLACED
L000513,B2-PBLT001,Steel Belt,1325215813079TUNE3,BELT CUTTER,CUTTING,"""801""",2026-04-01 20:00:59+05:30,2026-04-01 20:33:11+05:30,0.5366666666666666,483.0,NOS,PLACED
L000002,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3405""",2026-04-01 20:43:11+05:30,2026-04-01 21:38:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000066,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3410""",2026-04-01 20:43:11+05:30,2026-04-01 21:38:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000130,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3403""",2026-04-01 20:43:11+05:30,2026-04-01 21:38:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000194,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3404""",2026-04-01 20:43:11+05:30,2026-04-01 21:38:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000535,IL007,Inner Liner,1325215813079TUNE3,RHC,CALENDERING,"""1101""",2026-04-01 21:35:39+05:30,2026-04-01 21:54:59+05:30,0.322,483000.0,MM,PLACED
L000259,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3405""",2026-04-01 21:38:12+05:30,2026-04-01 22:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000323,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3410""",2026-04-01 21:38:12+05:30,2026-04-01 22:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
L000387,GT 1503 NEO MSIL,GREEN_TYRE,1325215813079TUNE3,GT BUILDING,BUILDING,"""3403""",2026-04-01 21:38:12+05:30,2026-04-01 22:33:12+05:30,0.9169333333333334,69.0,NOS,PLACED
CURE_B00687,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4502,2026-04-01 23:00:00+05:30,2026-04-02 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00778,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4503,2026-04-01 23:00:00+05:30,2026-04-02 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B00867,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4504,2026-04-01 23:00:00+05:30,2026-04-02 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01313,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4509,2026-04-01 23:00:00+05:30,2026-04-02 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01493,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4511,2026-04-01 23:00:00+05:30,2026-04-02 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01671,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4513,2026-04-01 23:00:00+05:30,2026-04-02 07:00:00+05:30,8.0,69.0,NOS,PINNED
CURE_B01849,1325215813079TUNE3,CURING,1325215813079TUNE3,Curing,Curing,4515,2026-04-01 23:00:00+05:30,2026-04-02 07:00:00+05:30,8.0,69.0,NOS,PINNED
