block_id,sku,need_by,wave_id
B01866,1325215813079TUNE3,2026-04-07 15:00:00+05:30,2
B01867,1325215813079TUNE3,2026-04-07 23:00:00+05:30,2
B01868,1325215813079TUNE3,2026-04-08 07:00:00+05:30,2
B01869,1325215813079TUNE3,2026-04-08 15:00:00+05:30,2
B01870,1325215813079TUNE3,2026-04-08 23:00:00+05:30,2
B01871,1325215813079TUNE3,2026-04-09 07:00:00+05:30,2
B01872,1325215813079TUNE3,2026-04-09 15:00:00+05:30,2
B01873,1325215813079TUNE3,2026-04-09 23:00:00+05:30,2
B01874,1325215813079TUNE3,2026-04-10 07:00:00+05:30,3
B01875,1325215813079TUNE3,2026-04-10 15:00:00+05:30,3
B01876,1325215813079TUNE3,2026-04-10 23:00:00+05:30,3
B01877,1325215813079TUNE3,2026-04-11 07:00:00+05:30,3
B01878,1325215813079TUNE3,2026-04-11 15:00:00+05:30,3
B01879,1325215813079TUNE3,2026-04-11 23:00:00+05:30,3
B01880,1325215813079TUNE3,2026-04-12 07:00:00+05:30,3
B01881,1325215813079TUNE3,2026-04-12 15:00:00+05:30,3
B01882,1325215813079TUNE3,2026-04-12 23:00:00+05:30,3
B01883,1325215813079TUNE3,2026-04-13 07:00:00+05:30,4
B01884,1325215813079TUNE3,2026-04-13 15:00:00+05:30,4
B01885,1325215813079TUNE3,2026-04-13 23:00:00+05:30,4
B01886,1325215813079TUNE3,2026-04-14 07:00:00+05:30,4
B01887,1325215813079TUNE3,2026-04-14 15:00:00+05:30,4
B01888,1325215813079TUNE3,2026-04-14 23:00:00+05:30,4
B01889,1325215813079TUNE3,2026-04-15 07:00:00+05:30,4
B01890,1325215813079TUNE3,2026-04-15 15:00:00+05:30,4
B01891,1325215813079TUNE3,2026-04-15 23:00:00+05:30,4
B01892,1325215813079TUNE3,2026-04-16 07:00:00+05:30,5
B01893,1325215813079TUNE3,2026-04-16 15:00:00+05:30,5
B01894,1325215813079TUNE3,2026-04-16 23:00:00+05:30,5
B01895,1325215813079TUNE3,2026-04-17 07:00:00+05:30,5
B01896,1325215813079TUNE3,2026-04-17 15:00:00+05:30,5
B01897,1325215813079TUNE3,2026-04-17 23:00:00+05:30,5
B01898,1325215813079TUNE3,2026-04-18 07:00:00+05:30,5
B01899,1325215813079TUNE3,2026-04-18 15:00:00+05:30,5
B01902,1325215813079TUNE3,2026-04-19 00:16:00+05:30,5
B01903,1325215813079TUNE3,2026-04-19 07:00:00+05:30,6
B01904,1325215813079TUNE3,2026-04-19 15:00:00+05:30,6
B01905,1325215813079TUNE3,2026-04-19 23:00:00+05:30,6
B01906,1325215813079TUNE3,2026-04-20 07:00:00+05:30,6
B01907,1325215813079TUNE3,2026-04-20 15:00:00+05:30,6
B01908,1325215813079TUNE3,2026-04-20 23:00:00+05:30,6
B01909,1325215813079TUNE3,2026-04-21 07:00:00+05:30,6
B01910,1325215813079TUNE3,2026-04-21 15:00:00+05:30,6
B01911,1325215813079TUNE3,2026-04-21 23:00:00+05:30,6
B01912,1325215813079TUNE3,2026-04-22 07:00:00+05:30,7
B01913,1325215813079TUNE3,2026-04-22 15:00:00+05:30,7
